Age,Gender,Education,HomeOwnership,Intent,Income,YearsExperience,LoanAmount,InterestRate,PercentIncome,CreditScore,YearsCreditHistory,PreviousLoanDefault,LoanApproved
30,female,Associate,OWN,VENTURE,43739,9,4800,11.01,0.11,673,6,No,0
29,female,Associate,RENT,PERSONAL,107799,6,12000,7.29,0.11,711,5,Yes,0
32,female,Associate,RENT,MEDICAL,107643,8,12000,8.94,0.11,576,6,Yes,0
28,male,Master,RENT,MEDICAL,108458,6,12000,14.65,0.11,683,7,Yes,0
30,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,90766,9,14000,13.79,0.15,662,8,No,1
33,female,High School,RENT,DEBTCONSOLIDATION,108878,9,12000,6.03,0.11,679,6,Yes,0
33,female,Associate,MORTGAGE,PERSONAL,105759,9,2850,7.51,0.03,519,7,Yes,0
29,male,Bachelor,MORTGAGE,MEDICAL,105675,6,10000,9.32,0.09,690,8,Yes,0
34,male,Bachelor,MORTGAGE,PERSONAL,105649,11,12000,11.11,0.11,656,5,No,0
27,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,106541,5,7000,10.36,0.07,628,6,Yes,0
29,female,High School,RENT,VENTURE,109085,6,12000,10.74,0.11,578,10,Yes,0
31,male,Associate,MORTGAGE,MEDICAL,105915,7,12650,8.9,0.12,580,10,Yes,0
28,male,Bachelor,MORTGAGE,PERSONAL,105762,7,12000,15.21,0.11,546,10,No,0
30,male,High School,OWN,MEDICAL,106081,8,4700,11.01,0.04,642,7,Yes,0
28,male,Associate,OWN,VENTURE,106137,7,12000,12.99,0.11,647,6,Yes,0
34,male,Bachelor,MORTGAGE,EDUCATION,106212,10,15000,8.49,0.14,679,6,Yes,0
29,female,Associate,MORTGAGE,PERSONAL,106263,7,12000,11.49,0.11,612,8,Yes,0
35,female,Associate,RENT,DEBTCONSOLIDATION,108879,12,12000,10.99,0.11,626,6,Yes,0
32,male,Associate,RENT,MEDICAL,109229,13,12000,10.62,0.11,568,5,No,0
33,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,106591,12,2800,7.14,0.03,664,9,Yes,0
28,male,High School,MORTGAGE,PERSONAL,106525,4,24000,10.75,0.23,617,7,Yes,0
27,female,Master,MORTGAGE,DEBTCONSOLIDATION,106464,8,20000,12.84,0.19,720,10,No,0
31,male,High School,MORTGAGE,VENTURE,106614,7,14000,17.58,0.13,659,7,No,0
31,male,Master,MORTGAGE,EDUCATION,92092,6,12000,15.96,0.13,651,5,No,1
27,female,Bachelor,MORTGAGE,VENTURE,106414,6,14000,12.42,0.13,631,10,Yes,0
35,female,Associate,MORTGAGE,MEDICAL,106578,14,9800,12.69,0.09,614,10,Yes,0
30,male,Associate,RENT,MEDICAL,108972,11,12000,12.29,0.11,736,5,No,0
29,male,Bachelor,RENT,MEDICAL,109363,8,12000,7.14,0.11,697,8,No,0
34,female,Bachelor,RENT,MEDICAL,110760,12,12000,6.92,0.11,658,7,Yes,0
27,female,Associate,MORTGAGE,PERSONAL,106633,3,14400,11.71,0.14,628,6,No,0
30,female,Bachelor,MORTGAGE,MEDICAL,78622,8,8000,15.99,0.1,529,6,No,1
27,female,Bachelor,RENT,HOMEIMPROVEMENT,112374,6,12000,8.9,0.11,625,8,Yes,0
35,male,Bachelor,RENT,EDUCATION,112694,12,12000,9.99,0.11,675,5,No,0
31,male,High School,RENT,VENTURE,114097,11,12000,14.91,0.11,677,8,No,0
29,male,High School,MORTGAGE,HOMEIMPROVEMENT,92322,5,20000,11.01,0.22,621,8,No,1
29,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,106706,5,15000,13.85,0.14,593,6,Yes,0
27,female,Bachelor,OWN,HOMEIMPROVEMENT,106677,4,3500,13.57,0.03,655,8,No,0
28,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,92223,9,5000,8.94,0.05,645,5,No,1
31,female,Associate,RENT,DEBTCONSOLIDATION,115228,6,12000,10.75,0.1,621,5,Yes,0
27,male,Associate,RENT,EDUCATION,115426,0,12000,11.11,0.1,612,6,No,0
31,female,High School,MORTGAGE,PERSONAL,91916,5,5000,12.41,0.05,595,9,No,1
31,male,High School,MORTGAGE,DEBTCONSOLIDATION,106777,5,7000,9.2,0.07,594,10,Yes,0
30,male,Bachelor,RENT,EDUCATION,115971,4,12000,13.23,0.1,691,10,Yes,0
29,male,Master,MORTGAGE,DEBTCONSOLIDATION,106748,7,21600,12.42,0.2,623,8,No,0
31,male,Bachelor,RENT,DEBTCONSOLIDATION,119763,6,12000,14.26,0.1,525,10,Yes,0
28,male,Bachelor,RENT,VENTURE,120943,5,12000,13.61,0.1,656,9,Yes,0
32,female,Bachelor,MORTGAGE,MEDICAL,107099,8,2700,14.27,0.03,662,10,Yes,0
31,female,High School,MORTGAGE,EDUCATION,107171,8,9000,7.29,0.08,560,8,Yes,0
35,female,High School,RENT,PERSONAL,121236,13,12000,7.88,0.1,631,6,No,0
30,male,Bachelor,MORTGAGE,EDUCATION,107617,8,7000,6.62,0.07,597,6,Yes,0
31,male,High School,MORTGAGE,EDUCATION,108038,7,14000,10.65,0.13,675,10,Yes,0
30,male,High School,MORTGAGE,VENTURE,107961,7,4000,6.03,0.04,601,6,No,0
27,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,107775,3,10000,10.65,0.09,668,7,Yes,0
30,female,Associate,RENT,DEBTCONSOLIDATION,121037,11,12000,7.88,0.1,586,9,Yes,0
30,female,High School,MORTGAGE,PERSONAL,108024,9,10800,11.99,0.1,592,8,Yes,0
28,female,Bachelor,MORTGAGE,MEDICAL,79438,3,15000,16.89,0.19,644,9,No,1
30,female,Bachelor,RENT,MEDICAL,92953,7,12000,17.27,0.13,539,10,No,1
27,female,Master,OWN,VENTURE,107778,4,3000,6.76,0.03,653,6,No,0
32,male,High School,MORTGAGE,DEBTCONSOLIDATION,93177,8,23000,11.49,0.25,611,6,No,1
34,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,107947,13,10000,10.99,0.09,701,7,No,0
34,female,Bachelor,MORTGAGE,EDUCATION,93230,13,15000,11.14,0.16,657,6,No,1
27,female,Master,MORTGAGE,EDUCATION,93357,2,15000,17.74,0.16,609,6,No,1
27,male,Associate,MORTGAGE,EDUCATION,107685,9,2800,14.96,0.03,706,10,No,0
33,male,Bachelor,RENT,HOMEIMPROVEMENT,133290,8,12000,10.65,0.09,613,5,No,0
31,female,Master,MORTGAGE,PERSONAL,107829,9,12250,15.05,0.11,624,8,No,0
27,female,High School,MORTGAGE,PERSONAL,108165,5,10000,7.51,0.09,678,9,No,0
30,male,Bachelor,RENT,HOMEIMPROVEMENT,132823,7,12000,12.18,0.09,662,7,Yes,0
29,male,Associate,MORTGAGE,EDUCATION,107466,9,4800,14.11,0.04,644,8,Yes,0
30,male,Associate,RENT,DEBTCONSOLIDATION,135283,4,12000,7.49,0.09,677,6,Yes,0
32,female,Master,OWN,MEDICAL,44195,13,4900,13.22,0.11,702,10,No,0
32,female,Associate,MORTGAGE,DEBTCONSOLIDATION,93800,9,10000,18.43,0.11,640,6,No,1
29,male,High School,OWN,MEDICAL,108216,6,8000,13.23,0.07,654,10,Yes,0
28,female,Associate,MORTGAGE,VENTURE,108851,6,4800,5.42,0.04,622,8,Yes,0
32,male,Bachelor,RENT,DEBTCONSOLIDATION,145240,8,12000,7.51,0.08,648,9,No,0
29,male,Master,MORTGAGE,EDUCATION,108521,7,6000,13.98,0.06,738,5,No,0
30,male,Master,MORTGAGE,VENTURE,108664,10,20000,11.01,0.18,562,9,Yes,0
35,male,Bachelor,RENT,HOMEIMPROVEMENT,144724,12,12000,10.99,0.08,492,7,Yes,0
34,male,Associate,RENT,PERSONAL,144901,10,12000,11.49,0.08,640,6,No,0
29,male,Bachelor,RENT,EDUCATION,130752,8,12000,11.01,0.09,676,9,No,1
27,male,Associate,RENT,DEBTCONSOLIDATION,145046,3,12000,11.01,0.08,650,5,No,0
29,male,High School,MORTGAGE,EDUCATION,109126,9,10000,10.65,0.09,550,6,Yes,0
33,male,High School,RENT,MEDICAL,148572,13,12000,11.83,0.08,690,7,No,0
32,male,Associate,RENT,HOMEIMPROVEMENT,136514,9,12000,16.29,0.09,630,5,No,1
33,male,High School,RENT,MEDICAL,116216,10,12000,15.68,0.1,624,6,No,1
27,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,109311,5,20000,12.42,0.18,684,10,No,0
28,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,109179,6,1800,7.51,0.02,684,5,No,0
32,male,Associate,RENT,PERSONAL,140937,9,12000,17.93,0.09,637,10,No,1
31,female,High School,MORTGAGE,DEBTCONSOLIDATION,108845,8,6000,11.71,0.06,661,8,Yes,0
30,male,Master,RENT,VENTURE,141729,8,12000,18.79,0.08,677,8,No,1
29,male,Associate,MORTGAGE,DEBTCONSOLIDATION,109039,8,14000,7.9,0.13,682,9,Yes,0
31,female,High School,RENT,VENTURE,157009,9,12000,16.49,0.08,637,10,Yes,0
31,male,High School,MORTGAGE,DEBTCONSOLIDATION,109040,8,15000,7.9,0.14,541,9,Yes,0
27,female,High School,RENT,EDUCATION,157066,3,12000,15.23,0.08,654,10,No,0
31,male,Bachelor,RENT,MEDICAL,121396,7,12000,14.91,0.1,643,7,No,1
35,male,High School,RENT,EDUCATION,157178,10,12000,10.75,0.08,562,6,Yes,0
27,male,High School,MORTGAGE,MEDICAL,109334,4,24400,8.9,0.22,658,10,No,0
28,female,Master,RENT,DEBTCONSOLIDATION,169155,7,12000,9.91,0.07,677,10,Yes,0
30,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,108755,7,7000,11.71,0.06,650,10,Yes,0
28,female,Associate,RENT,HOMEIMPROVEMENT,168820,5,12000,7.88,0.07,656,7,Yes,0
27,male,Doctorate,OWN,VENTURE,108663,5,7500,7.51,0.07,567,6,Yes,0
33,male,Associate,MORTGAGE,PERSONAL,108953,10,11400,6.62,0.1,695,8,Yes,0
27,male,Master,MORTGAGE,HOMEIMPROVEMENT,94334,4,35000,17.27,0.37,615,5,No,1
34,male,High School,RENT,HOMEIMPROVEMENT,180643,12,12000,10.59,0.07,561,9,Yes,0
30,male,Master,RENT,DEBTCONSOLIDATION,181029,8,12000,7.29,0.07,690,7,No,0
31,male,Associate,RENT,HOMEIMPROVEMENT,181196,11,12000,10.74,0.07,635,9,Yes,0
28,female,High School,RENT,MEDICAL,181041,5,12000,6.54,0.07,608,9,Yes,0
29,female,High School,MORTGAGE,DEBTCONSOLIDATION,109107,8,6000,6.03,0.05,619,5,No,0
32,male,Bachelor,MORTGAGE,PERSONAL,109107,8,15600,7.9,0.14,628,9,Yes,0
28,male,Bachelor,RENT,HOMEIMPROVEMENT,205052,7,12000,5.79,0.06,630,6,Yes,0
34,female,High School,RENT,VENTURE,225473,8,12000,7.9,0.05,644,10,Yes,0
27,female,Master,RENT,EDUCATION,268464,7,12000,14.96,0.04,703,6,No,1
32,male,Bachelor,RENT,MEDICAL,845636,13,12000,15.33,0.01,648,9,No,1
32,male,Bachelor,MORTGAGE,EDUCATION,109117,10,21400,15.23,0.2,580,5,No,0
27,female,Master,RENT,DEBTCONSOLIDATION,204788,5,12075,12.42,0.06,668,9,Yes,0
27,male,High School,RENT,MEDICAL,65681,6,12100,9.45,0.18,610,6,Yes,0
31,male,Bachelor,MORTGAGE,MEDICAL,109141,10,18000,11.01,0.16,621,8,Yes,0
29,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,108900,9,21000,11.99,0.19,600,10,No,0
27,male,High School,MORTGAGE,EDUCATION,108957,3,20000,11.01,0.18,611,6,Yes,0
28,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,109100,7,5000,14.79,0.05,672,8,No,0
33,female,Associate,RENT,EDUCATION,43852,12,12200,9.99,0.28,646,6,No,1
27,female,High School,MORTGAGE,VENTURE,108963,6,21000,15.62,0.19,605,9,No,0
30,female,Associate,MORTGAGE,MEDICAL,108434,6,18000,8.49,0.17,638,9,Yes,0
31,female,Bachelor,MORTGAGE,VENTURE,108968,6,17000,11.01,0.16,689,10,Yes,0
27,male,High School,RENT,PERSONAL,34637,5,12250,11.26,0.35,620,7,No,1
30,male,Bachelor,MORTGAGE,VENTURE,108823,5,8000,11.01,0.07,704,9,Yes,0
28,male,High School,RENT,VENTURE,35386,6,12250,10.59,0.35,646,9,No,1
29,female,Bachelor,MORTGAGE,EDUCATION,108528,1,15000,6.99,0.14,699,8,No,0
35,male,Master,MORTGAGE,EDUCATION,108901,11,4800,9.99,0.04,555,5,Yes,0
30,female,Bachelor,RENT,MEDICAL,39140,7,12250,13.85,0.31,604,5,No,1
27,male,Bachelor,RENT,MEDICAL,43368,3,12250,13.23,0.28,698,7,No,1
30,female,Associate,MORTGAGE,DEBTCONSOLIDATION,109101,7,4500,5.99,0.04,713,6,No,0
34,female,Master,MORTGAGE,VENTURE,108726,13,15000,6.99,0.14,598,6,No,0
34,male,Bachelor,MORTGAGE,MEDICAL,108889,13,7500,15.23,0.07,708,8,Yes,0
28,female,Bachelor,RENT,MEDICAL,51217,4,12250,14.59,0.24,625,10,No,1
34,female,Master,MORTGAGE,DEBTCONSOLIDATION,109104,16,9900,5.99,0.09,709,5,No,0
27,male,High School,RENT,PERSONAL,63402,2,12250,11.36,0.19,595,5,No,0
27,female,Master,MORTGAGE,HOMEIMPROVEMENT,108998,4,15000,7.49,0.14,677,5,No,0
28,female,High School,MORTGAGE,VENTURE,94566,7,10000,15.99,0.11,655,7,No,1
28,male,High School,MORTGAGE,MEDICAL,108908,5,21000,10.74,0.19,637,7,No,0
29,female,Associate,MORTGAGE,MEDICAL,109033,4,12000,5.79,0.11,643,9,Yes,0
27,female,Master,MORTGAGE,DEBTCONSOLIDATION,108490,5,12000,7.29,0.11,567,5,Yes,0
29,female,Associate,MORTGAGE,HOMEIMPROVEMENT,108990,9,15000,11.11,0.14,692,9,Yes,0
29,male,High School,RENT,PERSONAL,85089,8,12300,8.49,0.14,604,8,Yes,0
33,male,Associate,RENT,MEDICAL,44009,11,12325,6.54,0.28,655,10,No,1
34,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,109066,10,7000,5.79,0.06,686,8,No,0
31,female,High School,MORTGAGE,MEDICAL,109313,7,14400,7.66,0.13,657,6,Yes,0
30,male,High School,RENT,MEDICAL,91105,8,12325,12.73,0.14,524,6,Yes,0
34,male,Master,RENT,HOMEIMPROVEMENT,130858,13,12350,14.96,0.09,671,7,No,1
27,male,Associate,MORTGAGE,EDUCATION,109154,6,8000,7.66,0.07,580,5,No,0
31,male,High School,MORTGAGE,HOMEIMPROVEMENT,109093,5,18000,11.11,0.16,675,10,Yes,0
28,male,Doctorate,OWN,HOMEIMPROVEMENT,109102,5,20000,15.28,0.18,675,6,Yes,0
30,male,High School,MORTGAGE,PERSONAL,109144,5,10000,5.79,0.09,644,7,Yes,0
32,female,Doctorate,RENT,DEBTCONSOLIDATION,79017,10,12400,13.49,0.16,695,6,Yes,0
30,male,Associate,RENT,EDUCATION,87768,9,12400,11.01,0.14,577,5,Yes,0
31,female,Associate,MORTGAGE,EDUCATION,108869,8,12000,6.92,0.11,696,5,Yes,0
27,female,Bachelor,RENT,MEDICAL,43084,7,12500,15.65,0.29,579,8,No,1
28,male,Associate,RENT,EDUCATION,43045,6,12500,11.01,0.29,675,10,No,1
33,male,Associate,MORTGAGE,DEBTCONSOLIDATION,108944,7,12000,12.98,0.11,649,6,Yes,0
33,male,Bachelor,MORTGAGE,PERSONAL,108863,12,6000,5.42,0.06,601,7,Yes,0
27,female,Associate,RENT,EDUCATION,44434,7,12500,10.25,0.28,511,8,No,1
35,male,Associate,MORTGAGE,MEDICAL,108965,12,14500,6.54,0.13,644,10,No,0
32,female,Master,MORTGAGE,MEDICAL,108974,9,3000,9.25,0.03,600,9,Yes,0
31,male,Bachelor,MORTGAGE,VENTURE,109403,10,16500,12.61,0.15,679,6,Yes,0
27,male,Associate,RENT,PERSONAL,45894,3,2800,11.01,0.06,613,9,Yes,0
29,female,Bachelor,RENT,DEBTCONSOLIDATION,49122,8,2800,11.01,0.06,630,5,Yes,0
30,male,Associate,MORTGAGE,VENTURE,109189,5,9000,15.58,0.08,667,6,No,0
28,male,High School,MORTGAGE,EDUCATION,108984,6,5325,7.88,0.05,679,10,No,0
31,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,108903,11,12000,11.49,0.11,703,7,No,0
28,male,Doctorate,MORTGAGE,MEDICAL,109091,6,15000,7.88,0.14,653,6,Yes,0
28,male,High School,MORTGAGE,VENTURE,109458,9,25000,11.86,0.23,655,6,No,0
27,male,Associate,MORTGAGE,MEDICAL,109030,6,10000,7.14,0.09,495,10,Yes,0
34,female,High School,MORTGAGE,DEBTCONSOLIDATION,109059,12,5000,13.61,0.05,610,7,Yes,0
31,female,Master,RENT,VENTURE,43999,8,2800,16.0,0.06,672,9,No,1
28,male,Bachelor,RENT,EDUCATION,54955,7,2800,11.01,0.05,665,8,Yes,0
28,female,Bachelor,RENT,VENTURE,48077,5,2800,16.77,0.06,612,7,No,1
27,male,High School,MORTGAGE,DEBTCONSOLIDATION,108925,2,10000,7.14,0.09,641,5,No,0
28,female,High School,MORTGAGE,VENTURE,108806,3,13600,16.32,0.12,679,7,No,0
31,male,Bachelor,RENT,MEDICAL,56675,11,2800,17.56,0.05,593,10,Yes,0
32,male,Associate,MORTGAGE,PERSONAL,108814,9,25000,11.36,0.23,657,9,Yes,0
28,male,Associate,RENT,PERSONAL,57271,6,2800,6.99,0.05,620,7,Yes,0
30,male,Associate,MORTGAGE,PERSONAL,109174,6,5000,6.76,0.05,576,5,Yes,0
34,female,Associate,MORTGAGE,PERSONAL,108685,13,24250,10.62,0.22,611,7,Yes,0
27,female,Master,RENT,MEDICAL,58351,6,2800,7.49,0.05,591,5,Yes,0
27,male,Associate,MORTGAGE,MEDICAL,109291,4,5500,10.25,0.05,653,9,No,0
33,female,Master,RENT,DEBTCONSOLIDATION,60563,10,2800,12.84,0.05,596,5,No,0
28,female,High School,MORTGAGE,HOMEIMPROVEMENT,94698,6,24000,10.25,0.25,662,8,No,1
27,male,Associate,MORTGAGE,MEDICAL,80840,4,20000,17.56,0.25,648,8,No,1
28,female,High School,MORTGAGE,EDUCATION,108803,5,21000,11.36,0.19,650,8,Yes,0
31,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,109110,9,12000,13.48,0.11,636,10,No,0
29,male,Bachelor,OWN,MEDICAL,43169,5,4200,12.99,0.1,665,7,No,0
34,female,Associate,RENT,MEDICAL,60862,9,2800,11.86,0.05,666,8,No,0
27,male,Associate,MORTGAGE,VENTURE,108926,4,12000,12.73,0.11,688,9,Yes,0
27,female,Associate,OWN,HOMEIMPROVEMENT,43203,6,6000,11.99,0.14,635,10,No,0
27,female,Master,RENT,HOMEIMPROVEMENT,71508,7,2800,12.69,0.04,688,10,No,1
34,female,Associate,OWN,EDUCATION,42893,15,2000,13.99,0.05,677,8,No,0
27,female,Associate,RENT,DEBTCONSOLIDATION,81390,5,2800,13.04,0.03,690,10,No,0
28,male,High School,MORTGAGE,HOMEIMPROVEMENT,109073,5,17600,16.35,0.16,606,5,No,0
33,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,108841,12,8000,12.53,0.07,634,7,Yes,0
30,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,108750,6,5000,12.87,0.05,645,10,Yes,0
33,female,Associate,MORTGAGE,VENTURE,109075,7,4200,8.94,0.04,615,5,Yes,0
31,female,High School,MORTGAGE,EDUCATION,94696,12,5000,11.01,0.05,665,5,No,1
28,male,Master,OWN,MEDICAL,109306,6,8400,12.87,0.08,720,8,Yes,0
28,female,Master,MORTGAGE,HOMEIMPROVEMENT,108608,7,12000,13.92,0.11,679,6,Yes,0
27,female,Master,MORTGAGE,PERSONAL,109044,7,10000,8.94,0.09,663,7,Yes,0
27,female,Bachelor,MORTGAGE,PERSONAL,109240,6,15000,11.01,0.14,608,6,Yes,0
28,male,High School,MORTGAGE,HOMEIMPROVEMENT,94634,3,24000,11.83,0.25,625,7,No,1
29,male,Bachelor,RENT,HOMEIMPROVEMENT,21184,10,2750,14.84,0.13,669,10,No,1
27,female,Bachelor,MORTGAGE,VENTURE,109172,3,20500,14.96,0.19,661,8,Yes,0
30,male,Associate,RENT,MEDICAL,45148,6,2750,9.99,0.06,652,5,No,0
30,male,High School,RENT,DEBTCONSOLIDATION,69196,7,2750,10.37,0.04,601,5,Yes,0
31,male,High School,MORTGAGE,HOMEIMPROVEMENT,94535,9,20000,14.26,0.21,612,10,No,1
27,male,Bachelor,MORTGAGE,PERSONAL,109172,4,20000,16.7,0.18,650,9,No,0
35,female,Bachelor,RENT,MEDICAL,22674,15,2725,11.01,0.12,558,8,Yes,0
29,female,Master,RENT,EDUCATION,33092,7,2725,9.63,0.08,670,6,Yes,0
33,male,Doctorate,RENT,HOMEIMPROVEMENT,53859,9,2725,12.18,0.05,552,7,No,1
29,female,Bachelor,RENT,EDUCATION,63243,7,2725,11.66,0.04,661,8,Yes,0
29,male,Bachelor,MORTGAGE,VENTURE,108928,9,10000,12.21,0.09,626,10,Yes,0
30,male,Associate,RENT,EDUCATION,18937,10,2700,12.69,0.14,649,5,No,1
32,female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,108324,7,25000,11.58,0.23,682,6,No,0
30,female,Master,MORTGAGE,EDUCATION,108796,9,13000,11.89,0.12,661,10,Yes,0
31,male,Associate,MORTGAGE,EDUCATION,108963,10,10000,12.53,0.09,634,8,Yes,0
30,female,High School,RENT,HOMEIMPROVEMENT,19119,10,2700,7.29,0.14,627,5,No,1
35,female,High School,MORTGAGE,HOMEIMPROVEMENT,109145,14,20000,12.53,0.18,654,5,Yes,0
28,female,High School,MORTGAGE,MEDICAL,80811,2,12000,14.11,0.15,638,6,No,1
28,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,94647,8,12000,16.95,0.13,717,7,No,1
33,male,Bachelor,RENT,VENTURE,22715,15,2700,12.61,0.12,558,9,No,0
28,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,108760,5,4000,8.0,0.04,665,6,Yes,0
29,male,Master,MORTGAGE,HOMEIMPROVEMENT,94293,4,18000,9.38,0.19,644,6,No,1
30,male,Associate,MORTGAGE,PERSONAL,109023,6,7500,10.71,0.07,674,5,Yes,0
30,male,Master,MORTGAGE,EDUCATION,109408,5,20000,14.82,0.18,687,8,Yes,0
30,female,Bachelor,MORTGAGE,EDUCATION,109128,6,10000,8.63,0.09,635,5,No,0
28,male,Associate,MORTGAGE,EDUCATION,108945,5,12000,8.32,0.11,675,8,Yes,0
33,male,Associate,MORTGAGE,EDUCATION,108777,11,22000,11.03,0.2,636,5,Yes,0
31,female,High School,RENT,EDUCATION,43448,7,2700,13.49,0.06,646,5,Yes,0
29,male,Master,RENT,EDUCATION,50226,6,2700,10.0,0.05,562,8,Yes,0
28,male,High School,MORTGAGE,MEDICAL,109061,6,5500,7.49,0.05,658,7,Yes,0
30,male,Bachelor,MORTGAGE,PERSONAL,94997,7,25000,7.51,0.26,592,7,No,1
29,male,Bachelor,RENT,VENTURE,49954,9,2700,11.71,0.05,685,7,Yes,0
27,male,Associate,MORTGAGE,HOMEIMPROVEMENT,94897,2,9000,11.01,0.09,537,5,No,1
32,male,Bachelor,MORTGAGE,VENTURE,109259,9,15000,13.47,0.14,662,6,No,0
31,female,Bachelor,MORTGAGE,PERSONAL,94933,13,10000,14.59,0.11,677,7,No,1
31,male,Bachelor,MORTGAGE,MEDICAL,109404,7,9500,10.37,0.09,645,6,Yes,0
27,male,High School,RENT,PERSONAL,55219,3,2700,9.91,0.05,630,6,Yes,0
28,male,Associate,MORTGAGE,DEBTCONSOLIDATION,109473,7,12000,6.91,0.11,644,9,No,0
34,male,Bachelor,MORTGAGE,EDUCATION,109830,13,17000,13.85,0.15,673,5,Yes,0
28,female,Associate,MORTGAGE,HOMEIMPROVEMENT,110006,5,20000,6.91,0.18,648,8,Yes,0
28,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,110382,9,18000,10.99,0.16,617,5,Yes,0
30,female,Master,MORTGAGE,VENTURE,109596,12,10000,6.91,0.09,532,8,Yes,0
30,male,Master,MORTGAGE,DEBTCONSOLIDATION,110609,5,18500,12.42,0.17,585,7,Yes,0
30,male,Associate,MORTGAGE,EDUCATION,110303,7,33950,7.9,0.31,692,7,Yes,0
30,female,High School,MORTGAGE,VENTURE,110024,5,13600,12.42,0.12,558,7,Yes,0
27,female,Associate,MORTGAGE,PERSONAL,109982,4,11525,7.49,0.1,629,7,No,0
28,female,Master,OWN,VENTURE,110239,6,7000,6.99,0.06,639,6,No,0
35,female,Bachelor,OWN,VENTURE,110198,9,5600,10.99,0.05,659,8,Yes,0
27,male,Master,MORTGAGE,HOMEIMPROVEMENT,110405,4,3000,5.99,0.03,662,8,Yes,0
31,female,High School,RENT,DEBTCONSOLIDATION,12922,10,2650,7.4,0.21,584,9,No,1
35,female,Associate,MORTGAGE,EDUCATION,110401,11,4000,7.29,0.04,671,9,No,0
28,male,Bachelor,MORTGAGE,MEDICAL,110246,7,21000,13.35,0.19,663,6,No,0
34,male,Master,MORTGAGE,VENTURE,110361,11,15000,11.01,0.14,717,10,No,0
28,male,Master,RENT,VENTURE,58635,7,2650,11.26,0.05,675,6,No,0
27,male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,110101,8,14700,7.88,0.13,670,6,No,0
28,male,Master,MORTGAGE,PERSONAL,110411,3,15000,9.88,0.14,584,9,Yes,0
29,male,High School,RENT,DEBTCONSOLIDATION,18906,9,2600,16.29,0.14,635,10,No,1
35,male,Doctorate,OWN,EDUCATION,110549,12,10000,8.59,0.09,694,9,Yes,0
32,female,High School,MORTGAGE,MEDICAL,81669,10,13000,16.0,0.16,631,6,No,1
29,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,110256,4,15600,15.7,0.14,705,9,No,0
31,female,High School,RENT,MEDICAL,34864,10,2600,10.08,0.07,659,7,Yes,0
29,male,High School,MORTGAGE,PERSONAL,110251,8,2000,11.49,0.02,619,8,Yes,0
30,female,Associate,MORTGAGE,EDUCATION,96263,8,9000,8.49,0.09,646,8,No,1
27,female,Associate,RENT,HOMEIMPROVEMENT,38225,6,2600,14.74,0.07,634,5,No,1
33,male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,95863,12,25000,15.58,0.26,729,5,No,1
28,male,Master,RENT,DEBTCONSOLIDATION,39793,4,2600,13.49,0.07,672,8,Yes,0
27,female,Associate,MORTGAGE,MEDICAL,110630,3,15000,7.88,0.14,672,10,Yes,0
30,male,Bachelor,RENT,EDUCATION,45805,7,2600,9.25,0.06,504,7,Yes,0
33,male,Associate,MORTGAGE,EDUCATION,110709,14,1600,10.25,0.01,695,5,Yes,0
32,male,Associate,RENT,VENTURE,39426,11,2600,11.01,0.07,652,6,No,1
28,male,Master,RENT,PERSONAL,41820,6,2600,15.62,0.06,611,9,No,1
34,female,High School,OWN,VENTURE,43011,14,3000,10.62,0.07,636,8,No,0
35,male,Bachelor,RENT,VENTURE,50017,12,2600,12.53,0.05,714,9,No,0
29,female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,110825,3,22000,6.91,0.2,689,8,Yes,0
30,male,High School,MORTGAGE,VENTURE,110995,7,5000,11.03,0.05,653,7,Yes,0
35,male,Bachelor,RENT,EDUCATION,47263,12,2575,15.96,0.05,635,7,No,1
29,female,Bachelor,MORTGAGE,EDUCATION,111694,6,25000,19.42,0.22,611,8,No,0
31,male,Associate,MORTGAGE,VENTURE,110908,7,6000,11.01,0.05,644,8,Yes,0
27,male,Bachelor,RENT,VENTURE,31021,4,2550,14.27,0.08,607,5,No,0
